,lat,lng,title,rating,coordinate
1,35.6403,139.5207,ローソン 稲城鶴川街道,4.6,"(35.6403, 139.5207)"
16,35.6403,139.5207,ローソン 稲城鶴川街道,4.6,"(35.6403, 139.5207)"
39,35.6146,139.5413,アークベーカリー arc bakery,,"(35.6146, 139.5413)"
47,35.6043,139.5075,ゴンチャ 小田急アコルデ新百合ヶ丘店 Gong Cha Odakyu Acorde Shinyurigaoka,4.7,"(35.6043, 139.5075)"
66,35.6148,139.542,MAX鈴木の背脂飯店【チャーハン/焼きそば/唐揚げ/ラーメン】生田店,,"(35.6148, 139.542)"
85,35.6361,139.5158,ファーストキッチン 稲城アメリア店 First Kitchen Inagi Amelia,4.6,"(35.6361, 139.5158)"
88,35.6419,139.5355,手羽先番長 調布多摩川 Tebasaki Bancho  Chofu  Tamagawa,,"(35.6419, 139.5355)"
91,35.6143,139.5385,ムンバイスパイス  Munbai Spice,4.7,"(35.6143, 139.5385)"
0,35.5839,139.5069,ツルハドラッグ川崎下麻生店,,"(35.5839, 139.5069)"
1,35.6346,139.5353,ローソン ＬＴＦ稲田堤駅前,4.7,"(35.6346, 139.5353)"
22,35.6026,139.5087,カフェ・ベローチェ新百合ヶ丘店 CAFFÈ VELOCE SHIN-YURIGAOKA,4.7,"(35.6026, 139.5087)"
26,35.6153,139.5424,松屋の宅配専門店 米（my）バーガー／こめ松 生田店,4.3,"(35.6153, 139.5424)"
56,35.6126,139.5432,COMFY&MEAL,,"(35.6126, 139.5432)"
78,35.6147,139.5419,れんげ食堂 Toshu 生田店 Renge Shokudo Toshu,4.6,"(35.6147, 139.5419)"
80,35.6031,139.5092,中華弁当・お惣菜専門店 唐人街 新百合ヶ丘エルミロード Toujingai Restaurant,,"(35.6031, 139.5092)"
81,35.6143,139.5286,からあげの鉄人 読売ランド前南口駅前店,4.0,"(35.6143, 139.5286)"
82,35.6338,139.5334,肉汁餃子のダンダダン 稲田堤店,4.6,"(35.6338, 139.5334)"
83,35.6329,139.5347,中華料理　華宴 Chinese Restaurant KAEN,4.6,"(35.6329, 139.5347)"
85,35.6333,139.5338,ゴロゴロお肉の牛タコス 稲田堤店  All-Beef-Tacos Inadazutsumi,,"(35.6333, 139.5338)"
86,35.6309,139.5503,カマルファーストフードアンドバー,4.8,"(35.6309, 139.5503)"
69,35.6196,139.5633,Fete le marche,,"(35.6196, 139.5633)"
1,35.6451,139.4977,マクドナルド 川崎街道稲城店 McDonald's Kawasakikaido Inagi,4.8,"(35.6451, 139.4977)"
5,35.6609,139.5231,すき家 飛田給店 Sukiya Tobitakyu,4.7,"(35.6609, 139.5231)"
11,35.6484,139.4903,なか卯 稲城南多摩 Nakau Inagiminamitama,4.7,"(35.6484, 139.4903)"
72,35.6032,139.5082,クリスピー・クリーム・ドーナツ 新百合丘オーパ店 Krispy Kreme Doughnuts Shinyurigaoka OPA,4.8,"(35.6032, 139.5082)"
76,35.6645,139.522,中国料理 酔八仙 ChineseRestaurant SUIHASSEN,4.6,"(35.6645, 139.522)"
80,35.6413,139.5204,からあげの鉄人 矢野口南口駅前店,4.4,"(35.6413, 139.5204)"
82,35.6151,139.5299,caféゆい～と cafeyuiito,4.5,"(35.6151, 139.5299)"
84,35.6382,139.5238,味の民芸 川崎稲田堤店 Kawasaki Inadazutsumi,4.6,"(35.6382, 139.5238)"
85,35.6081,139.5155,川崎で美味しい定食屋さん ヒルサイドテラス Hill Side Terrace,4.6,"(35.6081, 139.5155)"
86,35.6573,139.5302,魚民 西調布北口駅前店,,"(35.6573, 139.5302)"
88,35.6338,139.5334,焼肉・焼肉丼 稲田堤(肉)流通センター Inadadutumi Nikuryutsusenta,4.6,"(35.6338, 139.5334)"
89,35.6602,139.5236,PIZZA BUSTERS ピザ バスターズ,4.4,"(35.6602, 139.5236)"
91,35.6364,139.5258,ジョナサン 稲田堤店 Jonathan's Inadazutsumi,4.7,"(35.6364, 139.5258)"
92,35.6573,139.53,からあげの鉄人 西調布北口駅前店,4.5,"(35.6573, 139.53)"
93,35.6379,139.516,ドミノ・ピザ 稲城矢野口店 Domino's Pizza Inagi Yanokuchi Store,4.6,"(35.6379, 139.516)"
1,35.6164,139.5158,ローソン 麻生細山,4.7,"(35.6164, 139.5158)"
4,35.5998,139.5002,吉野家 新百合ヶ丘津久井道店 Yoshinoya SHINYURIGAOKA TSUKUIMICHI,4.6,"(35.5998, 139.5002)"
5,35.6026,139.5087,カフェ・ベローチェ新百合ヶ丘店 CAFFÈ VELOCE SHIN-YURIGAOKA,4.7,"(35.6026, 139.5087)"
7,35.6038,139.5076,タリーズコーヒー 小田急マルシェ新百合ヶ丘,4.8,"(35.6038, 139.5076)"
8,35.6164,139.5158,ローソン 麻生細山,4.7,"(35.6164, 139.5158)"
20,35.5995,139.4947,Baluko Cafe五月台（Baluko Laundry Place内）,,"(35.5995, 139.4947)"
29,35.5996,139.4935,モスバーガー 五月台店 Mos Burger Satsukidai,4.6,"(35.5996, 139.4935)"
63,35.6129,139.5397,ジョナサン 川崎生田店 Jonathan's Kawasaki Ikuta,4.9,"(35.6129, 139.5397)"
69,35.6045,139.5077,からあげの鉄人 新百合ヶ丘北口駅前店,,"(35.6045, 139.5077)"
74,35.6266,139.5425,ガスト 川崎生田店 Gusto Kawasaki Ikuta,4.7,"(35.6266, 139.5425)"
77,35.6037,139.5087,ココマンナ 新百合ヶ丘店 KOKOMANNNA SHINYURIGAOKATENN								,,"(35.6037, 139.5087)"
84,35.6413,139.5204,魚民 矢野口南口駅前店,4.9,"(35.6413, 139.5204)"
85,35.6145,139.5367,寿司の大黒屋読売ランド店 Sushi no Daikokuya yomiurilando,4.6,"(35.6145, 139.5367)"
86,35.6147,139.5421,炒飯総本家 【中華/チャーハン/餃子】生田店,4.3,"(35.6147, 139.5421)"
5,35.6559,139.5479,ランチボックスひより Lunch Box Hiyori,4.6,"(35.6559, 139.5479)"
11,35.6583,139.4791,Spicy food 南蛮商店ブーン Spicy food nanbanshowten boon,,"(35.6583, 139.4791)"
0,35.6653,139.4793,ローソン 府中本町一丁目,,"(35.6653, 139.4793)"
1,35.6679,139.4942,Monmouth Tea 東府中店,4.8,"(35.6679, 139.4942)"
14,35.6692,139.4949,すき家 京王リトナード東府中店 Sukiya Keio Retnode,4.6,"(35.6692, 139.4949)"
17,35.6701,139.5047,吉野家 甲州街道府中白糸台店 Yoshinoya KOSHUKAIDO FUCHU SHIRAITODAI,4.5,"(35.6701, 139.5047)"
18,35.6731,139.4751,ローソン ＬＴＦ府中寿町,4.8,"(35.6731, 139.4751)"
23,35.6701,139.5047,吉野家 甲州街道府中白糸台店 Yoshinoya KOSHUKAIDO FUCHU SHIRAITODAI,4.5,"(35.6701, 139.5047)"
79,35.6304,139.4481,ケンタッキーフライドチキン 京王永山 KFC,4.7,"(35.6304, 139.4481)"
8,35.6696,139.4945,ローソン ＬＴＦ東府中駅前,4.7,"(35.6696, 139.4945)"
15,35.6723,139.4799,ドトールコーヒーショップ京王府中店,4.6,"(35.6723, 139.4799)"
82,35.6332,139.5299,サイゼリヤ 京王稲田堤駅前,4.4,"(35.6332, 139.5299)"
84,35.6345,139.5297,ローソン 川崎菅四丁目,4.9,"(35.6345, 139.5297)"
85,35.633,139.5347,コッペパン専門店　コッペラボ稲田堤店 COPPE LAB. Inadadsutumi	,4.6,"(35.633, 139.5347)"
88,35.6607,139.5237,キッチンオリジン 飛田給店 Kitchen Origin Tobitakyu,,"(35.6607, 139.5237)"
89,35.6339,139.5333,七輪焼肉 安安 焼肉弁当 稲田堤店,4.5,"(35.6339, 139.5333)"
0,35.6132,139.4685,ローソン ＬＴＦ麻生黒川,4.3,"(35.6132, 139.4685)"
71,35.6679,139.4944,キッチンオリジン 東府中駅前店 Kitchen Origin,4.7,"(35.6679, 139.4944)"
72,35.6671,139.4775,焼肉上田屋 府中本町店,4.8,"(35.6671, 139.4775)"
74,35.6413,139.5204,担々つけ麺 旨辛セサミ 矢野口店【中華麺/炒飯/餃子】,,"(35.6413, 139.5204)"
79,35.66,139.51,夢庵 府中押立町店 Yumean Fuchu Oshitatecho,4.6,"(35.66, 139.51)"
80,35.6374,139.5067,本場!!アメリカ直輸入!!Harvest Potatoes 東長沼,,"(35.6374, 139.5067)"
81,35.6413,139.5204,MAX鈴木の背脂飯店【チャーハン/焼きそば/唐揚げ/ラーメン】矢野口店,,"(35.6413, 139.5204)"
83,35.6408,139.4902,ほっともっと 向陽台店,4.6,"(35.6408, 139.4902)"
85,35.6716,139.4803,松のや ル・シーニュ府中店 Matsunoya LE SIGNE Fuchu,4.7,"(35.6716, 139.4803)"
87,35.645,139.5029,魚民 稲城長沼駅前店,,"(35.645, 139.5029)"
1,35.6021,139.4823,ローソンＬＴＦ麻生片平,4.6,"(35.6021, 139.4823)"
6,35.5903,139.479,コメダ珈琲店 町田鶴川,4.7,"(35.5903, 139.479)"
19,35.6021,139.4823,ローソンＬＴＦ麻生片平,4.6,"(35.6021, 139.4823)"
76,35.6016,139.5099,ふか屋 Fukaya,,"(35.6016, 139.5099)"
84,35.6036,139.5065,しゃぶしゃぶ温野菜 新百合ヶ丘店 Shabushabu Onyasai shinyurigaoka,,"(35.6036, 139.5065)"
8,35.5995,139.4947,Baluko Cafe五月台（Baluko Laundry Place内）,,"(35.5995, 139.4947)"
34,35.5831,139.4806,カレーハウス CoCo壱番屋 小田急鶴川駅前 Curry House CoCo Ichibanya Odakyuutsurukawaekimae,4.8,"(35.5831, 139.4806)"
63,35.5835,139.4815,うどん 杵屋 鶴川マルシェ店,4.7,"(35.5835, 139.4815)"
77,35.5829,139.4798,サイゼリヤ 鶴川駅北口,4.5,"(35.5829, 139.4798)"
81,35.5835,139.4815,ドトールコーヒーショップ鶴川店,4.6,"(35.5835, 139.4815)"
83,35.5833,139.4818,サーティワン アイスクリーム 鶴川,4.8,"(35.5833, 139.4818)"
1,35.5973,139.4883,ローソン 川崎片平六丁目,4.5,"(35.5973, 139.4883)"
12,35.5835,139.4802,松屋 鶴川店 Matsuya Tsurukawa,4.5,"(35.5835, 139.4802)"
36,35.591,139.5099,ハーブ&スパイス　サラ Herbs & spices SARA,,"(35.591, 139.5099)"
79,35.6143,139.5285,魚民 読売ランド前南口駅前店,4.4,"(35.6143, 139.5285)"
84,35.6148,139.529,スパイスカレームビリンゴ SpiceCurry MVIRINGO,,"(35.6148, 139.529)"
4,35.5839,139.5067,ほっかほっか亭 川崎下麻生店 Hokkahokka-tei kawasakishimoasaoten,4.4,"(35.5839, 139.5067)"
21,35.5839,139.5067,ほっかほっか亭 川崎下麻生店 Hokkahokka-tei kawasakishimoasaoten,4.4,"(35.5839, 139.5067)"
53,35.5884,139.5152,元祖！中津からあげ もり山 王禅寺店 ganso! Nakatsukaraage moriyama ouzenjiten ,,"(35.5884, 139.5152)"
1,35.6036,139.5064,ローソン 新百合ヶ丘駅前,4.5,"(35.6036, 139.5064)"
2,35.59,139.4791,すき家 町田能ヶ谷店 Sukiya Machida Nogaya,4.7,"(35.59, 139.4791)"
6,35.578,139.5062,ガスト 柿生店 Gusto Kakio,4.7,"(35.578, 139.5062)"
18,35.6036,139.5064,ローソン 新百合ヶ丘駅前,4.5,"(35.6036, 139.5064)"
24,35.5781,139.5058,から好し 柿生店 Karayoshi Kakio,4.8,"(35.5781, 139.5058)"
22,35.6893,139.5099,デニーズ 小金井南店 Denny's KOGANEIMINAMI,4.6,"(35.6893, 139.5099)"
53,35.6537,139.5445,今川焼とかき氷 あずきや安堂 wheelcake and shavedice AZUKIYAANDO,,"(35.6537, 139.5445)"
95,35.6694,139.4919,ゴロゴロお肉の牛タコス 東府中店  All-Beef-Tacos Higashifughu,,"(35.6694, 139.4919)"
78,35.6698,139.4772,イタリア食堂 BiBBER,4.3,"(35.6698, 139.4772)"
87,35.6715,139.4788,"ごはんが進む！チキン南蛮専門店　チキン南蛮本舗 府中店 Rice advances! Chicken nanban specialty store ""Chicken Nanban main office""",4.4,"(35.6715, 139.4788)"
90,35.6714,139.4809,鉄板ステーキ・お好み焼き ぱすたかん 府中店 Pastakan Fuchu,4.7,"(35.6714, 139.4809)"
92,35.6716,139.4799,梅の花 府中店,,"(35.6716, 139.4799)"
46,35.6688,139.4692,東京牛すじカレー會舘 by 山長そば Tokyo GyuSuzi Corry Kaikan by YAMACHO SOBA,,"(35.6688, 139.4692)"
66,35.6086,139.5163,キッチンオリジン 百合ヶ丘,4.8,"(35.6086, 139.5163)"
73,35.6413,139.5204,至高のガパオ！【タイ料理/アジアン丼】矢野口店,,"(35.6413, 139.5204)"
74,35.6364,139.5262,七輪房 稲田堤店,3.9,"(35.6364, 139.5262)"
75,35.6413,139.5204,炒飯総本家 【中華/チャーハン/餃子】矢野口店,,"(35.6413, 139.5204)"
76,35.6332,139.5168,リティス レストラン ワイン&ミート,,"(35.6332, 139.5168)"
77,35.6368,139.5253,長崎ちゃんぽん リンガーハット 川崎稲田堤,4.5,"(35.6368, 139.5253)"
82,35.6367,139.5002,秘伝鶏唐揚げと肉豆冨 大衆食堂 安べゑ 京王リトナード稲城店,,"(35.6367, 139.5002)"
83,35.6338,139.5172,クーロン　 本格中華テイクアウト　 Cu-Ron,,"(35.6338, 139.5172)"
84,35.6111,139.4934,バーガーズカフェグリルフクヨシ 新百合ヶ丘,4.6,"(35.6111, 139.4934)"
85,35.6587,139.4787,平次のおうどん 大東京綜合卸売センター heijinooudon daitokyosougouorosiurisenta-,,"(35.6587, 139.4787)"
68,35.6451,139.4577,旨辛スタミナ鉄板焼き 博多天神軒 聖蹟桜ヶ丘店,,"(35.6451, 139.4577)"
79,35.6443,139.4522,びっくりドンキー 聖蹟桜ヶ丘店 Bikkuri donkey Seiseki Sakuragaoka,4.5,"(35.6443, 139.4522)"
84,35.6392,139.4981,スシロー 稲城百村店 Sushiro INAGI MOMURA,4.5,"(35.6392, 139.4981)"
86,35.6451,139.4577,出前つけ麺専門店 三田製麺所 聖蹟桜ヶ丘店,4.4,"(35.6451, 139.4577)"
81,35.6499,139.4487,キッチンオリジン 聖蹟桜ヶ丘,4.6,"(35.6499, 139.4487)"
85,35.6511,139.4485,生パスタのお店「わたりあん」 聖蹟桜ヶ丘,4.5,"(35.6511, 139.4485)"
84,35.6473,139.5461,すし銚子丸 調布,4.7,"(35.6473, 139.5461)"
24,35.7564,139.3179,Thai Food OKURA,,"(35.7564, 139.3179)"
27,35.7643,139.3136,ﾌｨﾌﾃｨｰﾌｫｰｶﾌｪｱﾝﾄﾞｸﾚｰﾌﾟ 54Cafe&Crepe,,"(35.7643, 139.3136)"
64,35.7584,139.3205,お好み焼肉道とん堀 羽村店,4.6,"(35.7584, 139.3205)"
7,35.739,139.2901,なか卯 411号あきる野 Nakau 411 Akiruno,4.8,"(35.739, 139.2901)"
12,35.7869,139.3055,吉野家 青梅新町,,"(35.7869, 139.3055)"
1,35.7641,139.3185,ローソン 羽村緑ヶ丘二丁目 Lawson Hamura Midorigaoka 2chome,4.3,"(35.7641, 139.3185)"
3,35.777,139.3371,マクドナルド箱根ケ崎店 McDonald's HAKONEGASAKI,4.5,"(35.777, 139.3371)"
4,35.7954,139.3183,ジョイフル 青梅店,4.1,"(35.7954, 139.3183)"
7,35.7589,139.3162,松屋 羽村店 Matsuya Hamura,4.8,"(35.7589, 139.3162)"
8,35.777,139.3371,マクドナルド箱根ケ崎店 McDonald's HAKONEGASAKI,4.5,"(35.777, 139.3371)"
6,35.7838,139.2916,松のや 青梅河辺町店,4.8,"(35.7838, 139.2916)"
1,35.7835,139.317,すき家 青梅新町店 Sukiya Ome Shinmachi,4.5,"(35.7835, 139.317)"
2,35.7764,139.3027,マクドナルド 小作駅前店 McDonald's OZAKU STATION,4.5,"(35.7764, 139.3027)"
4,35.7857,139.2853,ロッテリア イオンスタイル河辺店 LOTTERIA Aeon Style Kabe,4.6,"(35.7857, 139.2853)"
5,35.7765,139.3019,ローソン 羽村小作駅東口,4.7,"(35.7765, 139.3019)"
6,35.7887,139.2871,幸楽苑 青梅店 Kourakuen Oume,4.5,"(35.7887, 139.2871)"
16,35.7887,139.2871,幸楽苑 青梅店 Kourakuen Oume,4.5,"(35.7887, 139.2871)"
8,35.7936,139.3068,ローソン 青梅藤橋三丁目,4.2,"(35.7936, 139.3068)"
4,35.7807,139.2881,すき家 青梅河辺店 Sukiya Ome Kawabe,4.7,"(35.7807, 139.2881)"
11,35.7871,139.305,ローソン 青梅新町五丁目,,"(35.7871, 139.305)"
19,35.7822,139.3198,松屋 青梅新町店 Matsuya Ome Shinmachi,4.6,"(35.7822, 139.3198)"
4,35.7822,139.3198,松屋 青梅新町店 Matsuya Ome Shinmachi,4.6,"(35.7822, 139.3198)"
1,35.7231,139.2956,ローソン あきる野雨間,4.6,"(35.7231, 139.2956)"
3,35.7307,139.2871,ドトールコーヒーショップあきる野とうきゅう店,,"(35.7307, 139.2871)"
65,35.7405,139.3275,犬のご馳走便 福生西口店 Dog feast Fussa Nishiguchi,,"(35.7405, 139.3275)"
67,35.7405,139.3275,飲むチーズケーキ 福生西口店 GOKUCHEE Fussa Nishiguchi,,"(35.7405, 139.3275)"
68,35.7405,139.3276,バーアンドダイナーシークルーズ Bar&Diner C.CREWs,,"(35.7405, 139.3276)"
69,35.7405,139.3275,バナナジュース専門店 BANANA LAB 福生西口店 BANANA LAB Fussa Nishiguchi,,"(35.7405, 139.3275)"
82,35.7428,139.3285,わらび餅 もとこ 福生店,4.8,"(35.7428, 139.3285)"
83,35.7416,139.3278,や台ずし 福生駅西口町,,"(35.7416, 139.3278)"
85,35.7405,139.3275,元祖韓国ワッフル専門店 クレイジーワッフル 福生西口店 Crazy Waffle Fussa Nishiguchi,,"(35.7405, 139.3275)"
0,35.7391,139.2832,すき家 日の出IC店 Sukiya Hinode IC,5.0,"(35.7391, 139.2832)"
2,35.7222,139.3104,ローソン ＬＴＦ秋川野辺,4.9,"(35.7222, 139.3104)"
33,35.713,139.3595,カレーハウス CoCo壱番屋 ＪＲ昭島駅南口 Curry House CoCo Ichibanya Jr Akishima South-Exit,4.5,"(35.713, 139.3595)"
69,35.7416,139.3263,たつあんtatsuan,,"(35.7416, 139.3263)"
70,35.7411,139.3257,幸子のから揚げ Sachikonokaraage,,"(35.7411, 139.3257)"
60,35.7642,139.3135,プロテイン専門店 プロチャージ 羽村店 PRO CHARGE Hamura,,"(35.7642, 139.3135)"
2,35.7349,139.2902,ローソン あきる野瀬戸岡,4.4,"(35.7349, 139.2902)"
4,35.723,139.2964,すき家 あきる野睦橋通り店 Sukiya Akiruno Mutsumibashi Dori,4.8,"(35.723, 139.2964)"
5,35.6878,139.2915,ローソン 八王子川口町,,"(35.6878, 139.2915)"
45,35.7564,139.3142,インド料理 カマル Indian Dinning KAMAL,,"(35.7564, 139.3142)"
77,35.7564,139.3179,やきとり 杜 yakitori mori,,"(35.7564, 139.3179)"
67,35.7421,139.3292,くわち家 Kuwachiya,,"(35.7421, 139.3292)"
1,35.7113,139.5631,溶岩焼きビビンパ専門店「ファルファサン」 西久保3丁目,4.2,"(35.7113, 139.5631)"
2,35.7151,139.544,Mat troi （マットトロイ）,,"(35.7151, 139.544)"
3,35.7075,139.5612,フレッシュネスバーガー 三鷹北口店 Freshness Burger Mitaka Kitaguchi,4.8,"(35.7075, 139.5612)"
4,35.7113,139.5631,クレープ専門店 CREPE FACTORY 三鷹北口店,,"(35.7113, 139.5631)"
5,35.7044,139.5441,すき家 武蔵境北口店 Sukiya Musashisakai Kitaguchi,4.7,"(35.7044, 139.5441)"
6,35.7273,139.5394,タリーズコーヒー エミオ田無,4.6,"(35.7273, 139.5394)"
8,35.7113,139.5631,元祖韓国ワッフル専門店 クレイジーワッフル 三鷹北口店 Crazy Waffle Mitaka North Exit,4.0,"(35.7113, 139.5631)"
9,35.7018,139.5612,どんぶり処　好吉,,"(35.7018, 139.5612)"
10,35.7018,139.5612,和菓子 香吉 wagashi koukichi,,"(35.7018, 139.5612)"
11,35.7113,139.5631,バナナジュース専門店 BANANA LAB 三鷹北口店 BANANA LAB Mitaka North Exit,,"(35.7113, 139.5631)"
14,35.7018,139.5612,おむすび処 幸吉 onigiri koukichi,4.8,"(35.7018, 139.5612)"
16,35.727,139.5747,宅配スーパーOniGO 武蔵関店 OniGO Musashiseki,4.6,"(35.727, 139.5747)"
19,35.7042,139.5604,モスバーガー 三鷹北口店 Mos Burger MITAKA KITAGUCHI,4.8,"(35.7042, 139.5604)"
20,35.701,139.5612,吉野家 三鷹駅南口店 Yoshinoya MITAKA-EKI MINAMIGUCHI,4.6,"(35.701, 139.5612)"
24,35.701,139.5783,ベイクドサンド専門店 トリバンドラム TRIVANDRUM,,"(35.701, 139.5783)"
28,35.7009,139.5785,ゲイシャコーヒー・コーヒーチェリーワッフル専門店 ぱるけコーヒー GEISHACOFFEE COFFEECHERRYWAFFLE PARQUECOFFEE,,"(35.7009, 139.5785)"
29,35.6878,139.5618,PIZZA9丁目 PIZZA9chome,,"(35.6878, 139.5618)"
30,35.7057,139.5781,世界の朝ごはんワールドブレックファストオールデイ吉祥寺 WORLD BREAKFAST ALLDAY KICHIJOJI,,"(35.7057, 139.5781)"
32,35.7253,139.5916,丼丸水産 上石神井店 DONMARUSUISAN KAMISYAKUZIITEN,,"(35.7253, 139.5916)"
35,35.7224,139.5625,東伏見弁当屋 ドカ弁 Bento DOKABEN,4.9,"(35.7224, 139.5625)"
36,35.7075,139.5612,フレッシュネスバーガー 三鷹北口店 Freshness Burger Mitaka Kitaguchi,4.8,"(35.7075, 139.5612)"
38,35.7078,139.5573,むさしの森珈琲 武蔵野西久保店 Musashi no Mori Coffee Musashino Nishikubo,4.7,"(35.7078, 139.5573)"
44,35.7113,139.5631,クレープ専門店 CREPE FACTORY 三鷹北口店,,"(35.7113, 139.5631)"
45,35.6877,139.5589,コメダ珈琲店 三鷹上連雀店 Komeda's Coffee Mitaka Kamirenjaku,4.6,"(35.6877, 139.5589)"
49,35.7018,139.5612,おむすび処 幸吉 onigiri koukichi,4.8,"(35.7018, 139.5612)"
50,35.7043,139.5772,フリッパーズ 吉祥寺店 FLIPPER'S kichijoji,4.7,"(35.7043, 139.5772)"
51,35.7514,139.5858,なか卯 大泉学園店 Nakau Ooizumi Gakuenn,4.6,"(35.7514, 139.5858)"
52,35.7057,139.5781,世界の朝ごはんワールドブレックファストオールデイ吉祥寺 WORLD BREAKFAST ALLDAY KICHIJOJI,,"(35.7057, 139.5781)"
56,35.7065,139.5812,bb.q オリーブチキンカフェ 吉祥寺北口店 bb.q OLIVE CHICKEN cafe Kichijojikitaguchi,4.5,"(35.7065, 139.5812)"
60,35.7047,139.5789,ガスト 吉祥寺元町通店 Gusto Kichijoji Motomachidori,4.7,"(35.7047, 139.5789)"
62,35.7276,139.5768,からあげ縁 武蔵関南口店,4.7,"(35.7276, 139.5768)"
66,35.7046,139.5772,カフェ・ベローチェ吉祥寺店 CAFFÈ VELOCE KICHIJOJI,,"(35.7046, 139.5772)"
68,35.7018,139.5612,どんぶり処　好吉,,"(35.7018, 139.5612)"
69,35.7043,139.5786,から好し 吉祥寺元町通店 Karayoshi Kichijoji Motomachidori,,"(35.7043, 139.5786)"
70,35.7018,139.5612,和菓子 香吉 wagashi koukichi,,"(35.7018, 139.5612)"
71,35.7113,139.5631,バナナジュース専門店 BANANA LAB 三鷹北口店 BANANA LAB Mitaka North Exit,,"(35.7113, 139.5631)"
74,35.6982,139.559,パンド・ガーデン Pain de Garden,,"(35.6982, 139.559)"
75,35.6878,139.5618,PIZZA9丁目 PIZZA9chome,,"(35.6878, 139.5618)"
